Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Cercopithecus kandti,Mammalia,Primates,Cercopithecidae,Cercopithecus,TG,CD,,,4,live,,T,W
2020,II,Cercopithecus lhoesti,Mammalia,Primates,Cercopithecidae,Cercopithecus,CD,ZW,,2,,live,,L,I
2020,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,AF,CD,,,5,live,,T,W
2020,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,AE,CD,,,10,live,,T,W
2020,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,AF,CD,,,5,live,,T,W
2020,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,CD,ZW,,5,,live,,L,I
2020,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,AF,CD,,,5,live,,T,W
2020,II,Colobus guereza,Mammalia,Primates,Cercopithecidae,Colobus,US,ET,,,2,trophies,,H,W
2020,II,Erythrocebus patas,Mammalia,Primates,Cercopithecidae,Erythrocebus,US,CM,,,1,trophies,,H,W
2020,II,Lophocebus albigena,Mammalia,Primates,Cercopithecidae,Lophocebus,CD,ZW,,2,,live,,L,I
2020,II,Lophocebus aterrimus,Mammalia,Primates,Cercopithecidae,Lophocebus,AF,CD,,,5,live,,T,W
2020,II,Macaca nemestrina,Mammalia,Primates,Cercopithecidae,Macaca,UA,BY,RU,,2,live,,Q,C
2020,II,Macaca nemestrina,Mammalia,Primates,Cercopithecidae,Macaca,UA,BY,UA,,1,live,,Q,C
2020,II,Macaca nemestrina,Mammalia,Primates,Cercopithecidae,Macaca,UA,BY,,,1,live,,Q,C
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,CZ,CM,,,1,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,DE,CM,,,1,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,ES,CM,,,2,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,FR,CM,,,3,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,IT,CM,,,1,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,LU,CM,,,1,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,RU,CM,,,1,skulls,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,RU,CM,,,3,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,SZ,CM,,,2,trophies,,H,W
2020,II,Papio anubis,Mammalia,Primates,Cercopithecidae,Papio,US,CM,,,5,trophies,,H,W
2020,II,Papio hamadryas,Mammalia,Primates,Cercopithecidae,Papio,US,ET,,,1,trophies,,H,W
2020,II,Papio ursinus,Mammalia,Primates,Cercopithecidae,Papio,FI,ZA,,2,,skulls,,H,W
2020,II,Papio ursinus,Mammalia,Primates,Cercopithecidae,Papio,FI,ZA,,1,,trophies,,H,W
2020,II,Theropithecus gelada,Mammalia,Primates,Cercopithecidae,Theropithecus,US,ET,,,50,specimens,mg,S,W
2020,II,Theropithecus gelada,Mammalia,Primates,Cercopithecidae,Theropithecus,US,ET,,,225,specimens,,S,W
2020,II,Furcifer willsii,Reptilia,Sauria,Chamaeleonidae,Furcifer,JP,MG,,,5,live,,T,W
2020,II,Rhampholeon spectrum,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,ES,CM,,,150,live,,T,W
2020,II,Rhampholeon spectrum,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,US,CM,,,150,live,,T,W
2020,II,Trioceros cristatus,Reptilia,Sauria,Chamaeleonidae,Trioceros,CA,CM,,,10,live,,T,W
2020,II,Trioceros cristatus,Reptilia,Sauria,Chamaeleonidae,Trioceros,ES,CM,,,260,live,,T,W
2020,II,Trioceros cristatus,Reptilia,Sauria,Chamaeleonidae,Trioceros,GB,CM,,,10,live,,T,W
2020,II,Trioceros cristatus,Reptilia,Sauria,Chamaeleonidae,Trioceros,JP,CM,,,32,live,,T,W
2020,II,Trioceros cristatus,Reptilia,Sauria,Chamaeleonidae,Trioceros,VN,CM,,,80,live,,T,W
2020,II,Trioceros johnstoni,Reptilia,Sauria,Chamaeleonidae,Trioceros,US,CD,,,500,live,,T,W
2020,II,Trioceros oweni,Reptilia,Sauria,Chamaeleonidae,Trioceros,JP,CM,,,17,live,,T,W
2020,II,Trioceros oweni,Reptilia,Sauria,Chamaeleonidae,Trioceros,VN,CM,,,20,live,,T,W
2020,II,Trioceros serratus,Reptilia,Sauria,Chamaeleonidae,Trioceros,CA,CM,,,62,live,,T,W
2020,II,Trioceros serratus,Reptilia,Sauria,Chamaeleonidae,Trioceros,JP,CM,,,16,live,,T,W
2020,II,Ptyas mucosus,Reptilia,Serpentes,Colubridae,Ptyas,US,CO,ID,,1,leather products (small),,T,W
2020,II,Goura victoria,Aves,Columbiformes,Columbidae,Goura,LK,PH,,2,,live,,B,C
2020,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,MG,,,55,leather products (small),,Q,C
2020,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FI,ZA,,2,,rug,,H,W
2020,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,FR,ZW,4,,leather products (small),,T,R
2020,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,IT,ZA,1,,leather products (small),,T,C
2020,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,IT,ZW,22,,leather products (small),,T,C
2020,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,XX,MW,,,3420,live,,N,W
2020,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MO,FR,AU,31,,leather products (small),,T,R
2020,II,Duncanopsammia axifuga,Anthozoa,Scleractinia,Dendrophylliidae,Duncanopsammia,LK,AU,,400,,live,,B,C
2020,II,Duncanopsammia axifuga,Anthozoa,Scleractinia,Dendrophylliidae,Duncanopsammia,LK,VN,,1500,,live,,B,C
2020,II,Duncanopsammia axifuga,Anthozoa,Scleractinia,Dendrophylliidae,Duncanopsammia,LK,VN,,20,,live,,T,C
2020,II,Caulastraea curvata,Anthozoa,Scleractinia,Faviidae,Caulastraea,LK,VN,,10,,live,,T,C
2020,II,Caulastraea furcata,Anthozoa,Scleractinia,Faviidae,Caulastraea,LK,VN,,1500,,live,,B,C
2020,II,Leptailurus serval,Mammalia,Carnivora,Felidae,Leptailurus,LT,CM,,,1,trophies,,H,W
2020,II,Leptailurus serval,Mammalia,Carnivora,Felidae,Leptailurus,MD,RU,,2,,live,,Z,C
2020,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,FI,ZA,,5,,trophies,,H,C
2020,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,RU,CM,,,2,trophies,,H,W
2020,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,SZ,CM,,,1,trophies,,H,W
2020,II,Galago moholi,Mammalia,Primates,Galagidae,Galago,TH,CD,,,120,live,,T,W
2020,II,Otolemur crassicaudatus,Mammalia,Primates,Galagidae,Otolemur,TG,CD,,,50,live,,T,W
2020,II,Otolemur crassicaudatus,Mammalia,Primates,Galagidae,Otolemur,TH,CD,,,65,live,,T,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ML,SN,,6,,unspecified,,,
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ML,ZA,,9,,unspecified,,,
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MW,ZW,,4,,live,,N,W
2020,II,Glaucostegus spp.,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,SG,LK,,,500,fins,kg,T,W
2020,II,Balearica regulorum,Aves,Gruiformes,Gruidae,Balearica,BD,CD,,,24,live,,T,W
2020,II,Grus antigone,Aves,Gruiformes,Gruidae,Grus,LK,BE,,4,,live,,Z,C
2020,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CH,CM,,,1,trophies,,H,W
2020,II,Hirudo medicinalis,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,MD,RO,,1000,,live,,T,C
2020,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,CH,RS,,,1500,live,,T,F
2020,II,Holothuria fuscogilva,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,HK,LK,,,154.5,bodies,kg,T,W
2020,II,Holothuria fuscogilva,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,MY,LK,,,40,bodies,kg,T,W
2020,II,Holothuria nobilis,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,HK,LK,,,193.5,bodies,kg,T,W
2020,II,Holothuria nobilis,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,SG,LK,,,360,bodies,kg,T,W
2020,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,HK,LK,,,300,fins,kg,T,W
2020,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,SG,LK,,,600,fins,kg,T,W
2020,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,US,TT,,,10205.83,meat,kg,T,W
2020,II,Dalbergia spp.,,Fabales,Leguminosae,Dalbergia,CN,LA,,,31,leaves,,S,W
2020,II,Dalbergia cochinchinensis,,Fabales,Leguminosae,Dalbergia,GB,LA,,,116,leaves,,S,W
2020,II,Dalbergia cultrata,,Fabales,Leguminosae,Dalbergia,GB,LA,,,13,leaves,,S,W
2020,II,Dalbergia latifolia,,Fabales,Leguminosae,Dalbergia,MO,DE,XX,1.6,,wood product,kg,T,O
2020,II,Dalbergia oliveri,,Fabales,Leguminosae,Dalbergia,GB,LA,,,13,leaves,,S,W
2020,II,Dalbergia pinnata,,Fabales,Leguminosae,Dalbergia,CN,LA,,,31,leaves,,S,W
2020,II,Dalbergia sissoo,,Fabales,Leguminosae,Dalbergia,DE,PK,,,210,wood product,,T,A
2020,II,Dalbergia sissoo,,Fabales,Leguminosae,Dalbergia,GB,PK,,,910,wood product,,T,A
2020,II,Dalbergia sissoo,,Fabales,Leguminosae,Dalbergia,US,PK,,,47465,wood product,,T,A
2020,II,Guibourtia demeusei,,Fabales,Leguminosae,Guibourtia,CN,CD,,,158.074,logs,m3,T,W
2020,II,Guibourtia demeusei,,Fabales,Leguminosae,Guibourtia,TR,CD,,,26.696,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,,499.086,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,,1005.382,sawn wood,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CN,CD,,,16143.736,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,ES,CD,,,122.823,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,ES,CD,,,88.614,sawn wood,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IT,CD,,,63.747,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,JP,CD,,,40.044,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KR,CD,,,45.831,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KW,CD,,,28.908,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KW,CD,,,55.483,sawn wood,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,MY,CD,,,70.316,sawn wood,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,PK,CD,,,15.056,sawn wood,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,PT,CD,,,360.104,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,SA,CD,,,89.497,sawn wood,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TH,CD,,,22.831,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TR,CD,,,173.983,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TW,CD,,,1731.131,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,VN,CD,,,9481.891,logs,m3,T,W
2020,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,XX,CD,,,46.601,logs,m3,T,W
2020,II,Pterocarpus erinaceus,,Fabales,Leguminosae,Pterocarpus,CN,ML,,,62418,sawn wood,m3,,
2020,II,Senna meridionalis,,Fabales,Leguminosae,Senna,JP,MG,,,20,live,,T,A
2020,II,Aloe macroclada,,Liliales,Liliaceae,Aloe,BF,MG,,,55,leaves,,T,A
2020,II,Chalcopsitta cardinalis,Aves,Psittaciformes,Loriidae,Chalcopsitta,SG,LK,,,2,live,,T,C
2020,II,Chalcopsitta sintillata,Aves,Psittaciformes,Loriidae,Chalcopsitta,SG,LK,,,4,live,,T,C
2020,II,Eos reticulata,Aves,Psittaciformes,Loriidae,Eos,SG,LK,,,4,live,,T,C
2020,II,Eos rubra,Aves,Psittaciformes,Loriidae,Eos,SG,LK,,,6,live,,T,C
2020,II,Glossopsitta concinna,Aves,Psittaciformes,Loriidae,Glossopsitta,LK,KW,,2,,live,,B,C
2020,II,Lorius garrulus,Aves,Psittaciformes,Loriidae,Lorius,MV,LK,,,2,live,,T,C
2020,II,Lorius lory,Aves,Psittaciformes,Loriidae,Lorius,MV,LK,,,2,live,,T,C
2020,II,Pseudeos fuscata,Aves,Psittaciformes,Loriidae,Pseudeos,MV,LK,,,1,live,,T,C
2020,II,Trichoglossus chlorolepidotus,Aves,Psittaciformes,Loriidae,Trichoglossus,LK,KW,,4,,live,,P,F
2020,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,SG,LK,,,10,live,,T,C
2020,II,Trichoglossus ornatus,Aves,Psittaciformes,Loriidae,Trichoglossus,MV,LK,,,2,live,,T,C
2020,II,Scaphiophryne spinosa,Amphibia,Anura,Microhylidae,Scaphiophryne,JP,MG,,,47,live,,T,W
2020,II,Moschus moschiferus,Mammalia,Artiodactyla,Moschidae,Moschus,HK,BY,RU,,32,musk,,T,W
2020,II,Tauraco persa,Aves,Cuculiformes,Musophagidae,Tauraco,AM,ML,,,150,live,,,
2020,II,Acanthastrea amakusensis,Anthozoa,Scleractinia,Mussidae,Acanthastrea,LK,AU,,300,,live,,B,C
2020,II,Blastomussa wellsi,Anthozoa,Scleractinia,Mussidae,Blastomussa,LK,VN,,20,,live,,T,C
2020,II,Scolymia australis,Anthozoa,Scleractinia,Mussidae,Scolymia,LK,AU,,300,,live,,B,C
2020,II,Scolymia australis,Anthozoa,Scleractinia,Mussidae,Scolymia,LK,VN,,20,,live,,T,C
2020,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,HK,LK,,,300,gill plates,kg,T,W
2020,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,HK,LK,,,1024.5,gill plates,kg,T,W
2020,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,IT,CV,,,1,specimens,,S,W
2020,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,7192.1,gill plates,kg,T,W
2020,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,100,gill plates,,T,W
2020,II,Mobula mobular,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,626.4,gill plates,kg,T,W
2020,II,Mobula mobular,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,450,live,kg,T,W
2020,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,3183.8,gill plates,kg,T,W
2020,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,100,live,,T,W
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,1020,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,27000,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,4380,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,1430,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,340,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,500,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,320,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,TW,LK,,,150,live,,T,A
2020,II,Nepenthes spp.,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,6850,live,,T,A
2020,II,Nepenthes alata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes alata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,100,live,,T,A
2020,II,Nepenthes albomarginata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes albomarginata,,Nepenthales,Nepenthaceae,Nepenthes,MY,LK,,,70,live,,T,A
2020,II,Nepenthes albomarginata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,100,live,,T,A
2020,II,Nepenthes alisaputrana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,170,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,200,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,380,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,70,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,MY,LK,,,70,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,170,live,,T,A
2020,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,810,live,,T,A
2020,II,Nepenthes aristolochioides,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,140,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,570,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,170,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,50,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,70,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,70,live,,T,A
2020,II,Nepenthes bellii,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,430,live,,T,A
2020,II,Nepenthes bicalcarata,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,170,live,,T,A
2020,II,Nepenthes bicalcarata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes bicalcarata,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,210,live,,T,A
2020,II,Nepenthes bicalcarata,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,70,live,,T,A
2020,II,Nepenthes bicalcarata,,Nepenthales,Nepenthaceae,Nepenthes,MY,LK,,,70,live,,T,A
2020,II,Nepenthes bicalcarata,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes bicalcarata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,870,live,,T,A
2020,II,Nepenthes bongso,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes bongso,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,70,live,,T,A
2020,II,Nepenthes bongso,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,50,live,,T,A
2020,II,Nepenthes bongso,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes bongso,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,200,live,,T,A
2020,II,Nepenthes boschiana,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes boschiana,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes boschiana,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,170,live,,T,A
2020,II,Nepenthes burbidgeae,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes burbidgeae,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,50,live,,T,A
2020,II,Nepenthes burbidgeae,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,170,live,,T,A
2020,II,Nepenthes burbidgeae,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,170,live,,T,A
2020,II,Nepenthes burkei,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,170,live,,T,A
2020,II,Nepenthes burkei,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes burkei,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,320,live,,T,A
2020,II,Nepenthes burkei,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,170,live,,T,A
2020,II,Nepenthes burkei,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes burkei,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,380,live,,T,A
2020,II,Nepenthes campanulata,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes campanulata,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,240,live,,T,A
2020,II,Nepenthes campanulata,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes campanulata,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,530,live,,T,A
2020,II,Nepenthes chang,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,50,live,,T,A
2020,II,Nepenthes cincta,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes copelandii,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes copelandii,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,70,live,,T,A
2020,II,Nepenthes copelandii,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes copelandii,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,120,live,,T,A
2020,II,Nepenthes densiflora,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,120,live,,T,A
2020,II,Nepenthes densiflora,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes densiflora,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,220,live,,T,A
2020,II,Nepenthes densiflora,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,50,live,,T,A
2020,II,Nepenthes densiflora,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes densiflora,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes densiflora,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,310,live,,T,A
2020,II,Nepenthes diatas,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,50,live,,T,A
2020,II,Nepenthes diatas,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,3000,live,,T,A
2020,II,Nepenthes diatas,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,620,live,,T,A
2020,II,Nepenthes diatas,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,50,live,,T,A
2020,II,Nepenthes diatas,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes diatas,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,360,live,,T,A
2020,II,Nepenthes dubia,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,1000,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,170,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,4000,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,730,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,300,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,KR,LK,,,50,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,70,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,TW,LK,,,50,live,,T,A
2020,II,Nepenthes eymae,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,550,live,,T,A
2020,II,Nepenthes flava,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,100,live,,T,A
2020,II,Nepenthes flava,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes flava,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,390,live,,T,A
2020,II,Nepenthes flava,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,,410,live,,T,A
2020,II,Nepenthes flava,,Nepenthales,Nepenthaceae,Nepenthes,SG,LK,,,50,live,,T,A
2020,II,Nepenthes flava,,Nepenthales,Nepenthaceae,Nepenthes,TH,LK,,,50,live,,T,A
2020,II,Nepenthes flava,,Nepenthales,Nepenthaceae,Nepenthes,US,LK,,,320,live,,T,A
2020,II,Nepenthes fusca,,Nepenthales,Nepenthaceae,Nepenthes,CA,LK,,,260,live,,T,A
2020,II,Nepenthes fusca,,Nepenthales,Nepenthaceae,Nepenthes,GB,LK,,,2000,live,,T,A
2020,II,Nepenthes fusca,,Nepenthales,Nepenthaceae,Nepenthes,HK,LK,,,700,live,,T,A
